Fetch_Time,Data_Time,Latitude,Longitude,Temperature,Humidity,Wind_Speed,Cloud_Cover,Pressure,Rain
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.18947,106.49211,29.0,79,9.6,11,1004.5,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.18947,106.51526,29.3,76,6.9,41,1004.4,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.18947,106.53842,29.2,79,7.6,13,1004.1,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.18947,106.56158,29.2,79,7.6,13,1004.4,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.18947,106.58474,29.2,79,7.6,13,1004.1,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.18947,106.60789,29.4,78,4.7,18,1004.9,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.18947,106.63105,29.4,78,4.7,18,1005.0,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.18947,106.65421,29.4,78,4.7,18,1004.9,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.18947,106.67737,29.6,75,6.2,21,1005.0,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.18947,106.70053,29.5,77,4.1,23,1005.9,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.18947,106.72368,29.5,77,4.1,23,1005.4,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.18947,106.74684,29.6,76,7.8,24,1005.9,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.18947,106.77,30.4,69,6.5,29,1005.3,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.17053,106.33,29.0,78,5.6,33,1004.9,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.17053,106.35316,29.0,78,5.6,33,1005.1,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.17053,106.37632,28.9,78,6.7,39,1005.6,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.17053,106.39947,28.9,78,6.7,39,1005.9,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.17053,106.42263,28.9,78,6.7,39,1005.3,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.17053,106.44579,28.9,79,6.7,34,1005.2,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.17053,106.46895,28.9,79,6.7,34,1005.8,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.17053,106.49211,28.9,79,6.7,34,1005.1,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.17053,106.51526,29.3,76,6.9,41,1005.0,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.17053,106.53842,29.3,76,6.9,41,1005.3,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.17053,106.56158,29.3,76,6.9,41,1004.7,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.17053,106.58474,29.5,75,5.8,32,1005.6,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.17053,106.60789,29.5,75,5.8,32,1005.3,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.17053,106.63105,29.5,75,5.8,32,1005.0,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.17053,106.65421,29.6,75,6.2,21,1005.4,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.17053,106.67737,29.6,75,6.2,21,1005.7,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.17053,106.70053,29.6,75,6.2,21,1005.9,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.17053,106.72368,29.6,75,6.2,21,1005.9,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.17053,106.74684,29.6,76,7.8,24,1005.8,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.17053,106.77,29.6,76,7.8,24,1006.0,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.15158,106.33,29.0,78,5.6,33,1005.3,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.15158,106.35316,29.0,78,5.6,33,1005.7,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.15158,106.37632,28.9,78,6.7,39,1006.0,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.15158,106.39947,28.9,78,6.7,39,1005.8,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.15158,106.42263,28.9,78,6.7,39,1005.1,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.15158,106.44579,28.9,79,6.7,34,1004.9,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.15158,106.46895,28.9,79,6.7,34,1005.6,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.15158,106.49211,28.9,79,6.7,34,1006.0,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.15158,106.51526,29.3,76,6.9,41,1006.1,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.15158,106.53842,29.3,76,6.9,41,1005.8,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.15158,106.56158,29.3,76,6.9,41,1005.9,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.15158,106.58474,29.5,75,5.8,32,1005.4,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.15158,106.60789,29.5,75,5.8,32,1005.6,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.15158,106.63105,29.5,75,5.8,32,1005.4,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.15158,106.65421,29.6,75,6.2,21,1005.4,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.15158,106.67737,29.6,75,6.2,21,1005.9,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.15158,106.70053,29.6,75,6.2,21,1006.0,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.15158,106.72368,29.6,75,6.2,21,1006.0,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.15158,106.74684,29.6,76,7.8,24,1006.2,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.15158,106.77,29.6,76,7.8,24,1006.2,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.13263,106.33,29.0,78,5.6,33,1005.9,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.13263,106.35316,29.0,78,5.6,33,1005.8,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.13263,106.37632,28.9,78,6.7,39,1005.5,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.13263,106.39947,28.9,78,6.7,39,1006.1,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.13263,106.42263,28.9,78,6.7,39,1006.0,0
